0.0	0.0	50.0
-0.025	-60.0	50.0
-0.1125	-150.0	50.0
-0.25	-180.0	50.0
-0.4	-180.0	50.0
-0.55	-180.0	50.0
-0.7	-180.0	50.0
-0.85	-180.0	50.0
-0.975	-120.0	50.0
-1.0375	-30.0	50.0
-1.05	0.0	50.0
